"Check","Severity","Excluded","Type","Description","Details"
"Violations","warning","False","text_thickness","Text thickness out of range (rule 'Minimum Silkscreen Text' min thickness 0.1500 mm; actual 0.1250 mm)","@(124.703 mm, 92.306 mm): PCB text 'RX2' on F.Silkscreen"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.5000 mm)","@(124.703 mm, 92.306 mm): PCB text 'RX2' on F.Silkscreen"
"Violations","warning","False","text_thickness","Text thickness out of range (rule 'Minimum Silkscreen Text' min thickness 0.1500 mm; actual 0.1250 mm)","@(142.708 mm, 92.337 mm): PCB text 'RX3' on F.Silkscreen"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.5000 mm)","@(142.708 mm, 92.337 mm): PCB text 'RX3' on F.Silkscreen"
"Violations","warning","False","text_thickness","Text thickness out of range (rule 'Minimum Silkscreen Text' min thickness 0.1500 mm; actual 0.1250 mm)","@(143.145 mm, 96.578 mm): PCB text 'RX4' on F.Silkscreen"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.5000 mm)","@(143.145 mm, 96.578 mm): PCB text 'RX4' on F.Silkscreen"
"Violations","warning","False","text_thickness","Text thickness out of range (rule 'Minimum Silkscreen Text' min thickness 0.1500 mm; actual 0.1250 mm)","@(125.154 mm, 113.627 mm): PCB text 'TX1' on F.Silkscreen"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.5000 mm)","@(125.154 mm, 113.627 mm): PCB text 'TX1' on F.Silkscreen"
"Violations","warning","False","text_thickness","Text thickness out of range (rule 'Minimum Silkscreen Text' min thickness 0.1500 mm; actual 0.1250 mm)","@(131.94975 mm, 113.87 mm): PCB text 'TX2' on F.Silkscreen"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.5000 mm)","@(131.94975 mm, 113.87 mm): PCB text 'TX2' on F.Silkscreen"
"Violations","warning","False","text_thickness","Text thickness out of range (rule 'Minimum Silkscreen Text' min thickness 0.1500 mm; actual 0.1250 mm)","@(135.3695 mm, 113.87 mm): PCB text 'TX3' on F.Silkscreen"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.5000 mm)","@(135.3695 mm, 113.87 mm): PCB text 'TX3' on F.Silkscreen"
"Violations","warning","False","text_thickness","Text thickness out of range (rule 'Minimum Silkscreen Text' min thickness 0.1500 mm; actual 0.1250 mm)","@(142.209 mm, 113.87 mm): PCB text 'TX4' on F.Silkscreen"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.5000 mm)","@(142.209 mm, 113.87 mm): PCB text 'TX4' on F.Silkscreen"
"Violations","warning","False","text_thickness","Text thickness out of range (rule 'Minimum Silkscreen Text' min thickness 0.1500 mm; actual 0.1250 mm)","@(128.53 mm, 113.91762 mm): PCB text 'VDD' on F.Silkscreen"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.5000 mm)","@(128.53 mm, 113.91762 mm): PCB text 'VDD' on F.Silkscreen"
"Violations","warning","False","text_thickness","Text thickness out of range (rule 'Minimum Silkscreen Text' min thickness 0.1500 mm; actual 0.1250 mm)","@(138.78925 mm, 113.965239 mm): PCB text 'GND' on F.Silkscreen"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.5000 mm)","@(138.78925 mm, 113.965239 mm): PCB text 'GND' on F.Silkscreen"
"Violations","warning","False","text_thickness","Text thickness out of range (rule 'Minimum Silkscreen Text' min thickness 0.1500 mm; actual 0.1000 mm)","@(130.051 mm, 92.521 mm): PCB text 'GND' on B.Silkscreen"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.5000 mm)","@(130.051 mm, 92.521 mm): PCB text 'GND' on B.Silkscreen"
"Violations","warning","False","text_thickness","Text thickness out of range (rule 'Minimum Silkscreen Text' min thickness 0.1500 mm; actual 0.1000 mm)","@(131.01 mm, 92.524 mm): PCB text 'RX1' on B.Silkscreen"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.5000 mm)","@(131.01 mm, 92.524 mm): PCB text 'RX1' on B.Silkscreen"
"Violations","warning","False","text_thickness","Text thickness out of range (rule 'Minimum Silkscreen Text' min thickness 0.1500 mm; actual 0.1000 mm)","@(132.034 mm, 92.535 mm): PCB text 'TX1' on B.Silkscreen"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.5000 mm)","@(132.034 mm, 92.535 mm): PCB text 'TX1' on B.Silkscreen"
"Violations","warning","False","text_thickness","Text thickness out of range (rule 'Minimum Silkscreen Text' min thickness 0.1500 mm; actual 0.1000 mm)","@(133.03 mm, 92.541 mm): PCB text 'RX2' on B.Silkscreen"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.5000 mm)","@(133.03 mm, 92.541 mm): PCB text 'RX2' on B.Silkscreen"
"Violations","warning","False","text_thickness","Text thickness out of range (rule 'Minimum Silkscreen Text' min thickness 0.1500 mm; actual 0.1000 mm)","@(134.029 mm, 92.575 mm): PCB text 'TX2' on B.Silkscreen"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.5000 mm)","@(134.029 mm, 92.575 mm): PCB text 'TX2' on B.Silkscreen"
"Violations","warning","False","text_thickness","Text thickness out of range (rule 'Minimum Silkscreen Text' min thickness 0.1500 mm; actual 0.1000 mm)","@(135.051 mm, 92.192 mm): PCB text 'RX3' on B.Silkscreen"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.5000 mm)","@(135.051 mm, 92.192 mm): PCB text 'RX3' on B.Silkscreen"
"Violations","warning","False","text_thickness","Text thickness out of range (rule 'Minimum Silkscreen Text' min thickness 0.1500 mm; actual 0.1000 mm)","@(136.044 mm, 92.383 mm): PCB text 'TX3' on B.Silkscreen"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.5000 mm)","@(136.044 mm, 92.383 mm): PCB text 'TX3' on B.Silkscreen"
"Violations","warning","False","text_thickness","Text thickness out of range (rule 'Minimum Silkscreen Text' min thickness 0.1500 mm; actual 0.1000 mm)","@(137.044 mm, 92.541 mm): PCB text 'RX4' on B.Silkscreen"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.5000 mm)","@(137.044 mm, 92.541 mm): PCB text 'RX4' on B.Silkscreen"
"Violations","warning","False","text_thickness","Text thickness out of range (rule 'Minimum Silkscreen Text' min thickness 0.1500 mm; actual 0.1000 mm)","@(138.045 mm, 92.54 mm): PCB text 'TX4' on B.Silkscreen"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.5000 mm)","@(138.045 mm, 92.54 mm): PCB text 'TX4' on B.Silkscreen"
"Violations","warning","False","text_thickness","Text thickness out of range (rule 'Minimum Silkscreen Text' min thickness 0.1500 mm; actual 0.1000 mm)","@(139.032 mm, 92.451 mm): PCB text 'VDD' on B.Silkscreen"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.5000 mm)","@(139.032 mm, 92.451 mm): PCB text 'VDD' on B.Silkscreen"
"Violations","warning","False","text_thickness","Text thickness out of range (rule 'Minimum Silkscreen Text' min thickness 0.1500 mm; actual 0.1000 mm)","@(131.91 mm, 98.07 mm): Reference field of X5"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.5000 mm)","@(131.91 mm, 98.07 mm): Reference field of X5"
"Violations","warning","False","text_thickness","Text thickness out of range (rule 'Minimum Silkscreen Text' min thickness 0.1500 mm; actual 0.1000 mm)","@(141.309 mm, 99.838 mm): Reference field of X14"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.5000 mm)","@(141.309 mm, 99.838 mm): Reference field of X14"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.6500 mm)","@(140.712 mm, 92.9 mm): Reference field of J2"
"Violations","warning","False","text_thickness","Text thickness out of range (rule 'Minimum Silkscreen Text' min thickness 0.1500 mm; actual 0.1000 mm)","@(132.103 mm, 99.81 mm): Reference field of X6"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.5000 mm)","@(132.103 mm, 99.81 mm): Reference field of X6"
"Violations","warning","False","text_thickness","Text thickness out of range (rule 'Minimum Silkscreen Text' min thickness 0.1500 mm; actual 0.1000 mm)","@(136.726 mm, 104.54 mm): Reference field of X11"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.5000 mm)","@(136.726 mm, 104.54 mm): Reference field of X11"
"Violations","warning","False","text_thickness","Text thickness out of range (rule 'Minimum Silkscreen Text' min thickness 0.1500 mm; actual 0.1000 mm)","@(141.226 mm, 104.54 mm): Reference field of X15"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.5000 mm)","@(141.226 mm, 104.54 mm): Reference field of X15"
"Violations","warning","False","text_thickness","Text thickness out of range (rule 'Minimum Silkscreen Text' min thickness 0.1500 mm; actual 0.1000 mm)","@(141.226 mm, 109.24 mm): Reference field of X16"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.5000 mm)","@(141.226 mm, 109.24 mm): Reference field of X16"
"Violations","warning","False","text_thickness","Text thickness out of range (rule 'Minimum Silkscreen Text' min thickness 0.1500 mm; actual 0.1000 mm)","@(136.521 mm, 99.731 mm): Reference field of X10"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.5000 mm)","@(136.521 mm, 99.731 mm): Reference field of X10"
"Violations","warning","False","text_thickness","Text thickness out of range (rule 'Minimum Silkscreen Text' min thickness 0.1500 mm; actual 0.1000 mm)","@(141.238 mm, 98.098 mm): Reference field of X13"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.5000 mm)","@(141.238 mm, 98.098 mm): Reference field of X13"
"Violations","warning","False","text_thickness","Text thickness out of range (rule 'Minimum Silkscreen Text' min thickness 0.1500 mm; actual 0.1000 mm)","@(132.026 mm, 109.24 mm): Reference field of X8"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.5000 mm)","@(132.026 mm, 109.24 mm): Reference field of X8"
"Violations","warning","False","text_thickness","Text thickness out of range (rule 'Minimum Silkscreen Text' min thickness 0.1500 mm; actual 0.1000 mm)","@(132.026 mm, 104.54 mm): Reference field of X7"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.5000 mm)","@(132.026 mm, 104.54 mm): Reference field of X7"
"Violations","warning","False","text_thickness","Text thickness out of range (rule 'Minimum Silkscreen Text' min thickness 0.1500 mm; actual 0.1000 mm)","@(136.726 mm, 109.24 mm): Reference field of X12"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.5000 mm)","@(136.726 mm, 109.24 mm): Reference field of X12"
"Violations","warning","False","text_thickness","Text thickness out of range (rule 'Minimum Silkscreen Text' min thickness 0.1500 mm; actual 0.1000 mm)","@(136.52 mm, 98.15 mm): Reference field of X9"
"Violations","warning","False","text_height","Text height out of range (rule 'Minimum Silkscreen Text' min height 1.0000 mm; actual 0.5000 mm)","@(136.52 mm, 98.15 mm): Reference field of X9"
"Violations","warning","False","lib_footprint_issues","The current configuration does not include the footprint library 'XELA-Robotics'","@(132.15 mm, 96.55 mm): Footprint X5"
"Violations","warning","False","lib_footprint_issues","The current configuration does not include the footprint library 'XELA-Robotics'","@(127.45 mm, 101.25 mm): Footprint X2"
"Violations","warning","False","lib_footprint_issues","The current configuration does not include the footprint library 'XELA-Robotics'","@(141.55 mm, 101.25 mm): Footprint X14"
"Violations","warning","False","lib_footprint_issues","The current configuration does not include the footprint library 'XELA-Robotics'","@(134.51 mm, 93.01 mm): Footprint J2"
"Violations","warning","False","lib_footprint_issues","The current configuration does not include the footprint library 'XELA-Robotics'","@(132.15 mm, 101.25 mm): Footprint X6"
"Violations","warning","False","lib_footprint_issues","The current configuration does not include the footprint library 'XELA-Robotics'","@(127.45 mm, 96.55 mm): Footprint X1"
"Violations","warning","False","lib_footprint_issues","The current configuration does not include the footprint library 'XELA-Robotics'","@(127.45 mm, 105.95 mm): Footprint X3"
"Violations","warning","False","lib_footprint_issues","The current configuration does not include the footprint library 'XELA-Robotics'","@(136.85 mm, 105.95 mm): Footprint X11"
"Violations","warning","False","lib_footprint_issues","The current configuration does not include the footprint library 'XELA-Robotics'","@(141.55 mm, 105.95 mm): Footprint X15"
"Violations","warning","False","lib_footprint_issues","The current configuration does not include the footprint library 'XELA-Robotics'","@(141.55 mm, 110.65 mm): Footprint X16"
"Violations","warning","False","lib_footprint_issues","The current configuration does not include the footprint library 'XELA-Robotics'","@(136.85 mm, 101.25 mm): Footprint X10"
"Violations","warning","False","lib_footprint_issues","The current configuration does not include the footprint library 'XELA-Robotics'","@(141.55 mm, 96.55 mm): Footprint X13"
"Violations","warning","False","lib_footprint_issues","The current configuration does not include the footprint library 'XELA-Robotics'","@(127.45 mm, 110.65 mm): Footprint X4"
"Violations","warning","False","lib_footprint_issues","The current configuration does not include the footprint library 'XELA-Robotics'","@(132.15 mm, 110.65 mm): Footprint X8"
"Violations","warning","False","lib_footprint_issues","The current configuration does not include the footprint library 'XELA-Robotics'","@(132.15 mm, 105.95 mm): Footprint X7"
"Violations","warning","False","lib_footprint_issues","The current configuration does not include the footprint library 'XELA-Robotics'","@(136.85 mm, 110.65 mm): Footprint X12"
"Violations","warning","False","lib_footprint_issues","The current configuration does not include the footprint library 'XELA-Robotics'","@(136.85 mm, 96.55 mm): Footprint X9"
"Violations","warning","False","lib_footprint_issues","The current configuration does not include the footprint library 'XELA-Robotics'","@(130.15 mm, 96.712 mm): Footprint CC_2"
"Violations","warning","False","lib_footprint_issues","The current configuration does not include the footprint library 'XELA-Robotics'","@(125.45 mm, 110.8 mm): Footprint CC_13"
"Violations","warning","False","lib_footprint_issues","The current configuration does not include the footprint library 'XELA-Robotics'","@(134.85 mm, 101.412 mm): Footprint CC_7"
"Violations","warning","False","lib_footprint_issues","The current configuration does not include the footprint library 'XELA-Robotics'","@(139.55 mm, 101.412 mm): Footprint CC_8"
"Violations","warning","False","lib_footprint_issues","The current configuration does not include the footprint library 'XELA-Robotics'","@(130.15 mm, 101.412 mm): Footprint CC_6"
"Violations","warning","False","lib_footprint_issues","The current configuration does not include the footprint library 'XELA-Robotics'","@(139.55 mm, 110.812 mm): Footprint CC_16"
"Violations","warning","False","lib_footprint_issues","The current configuration does not include the footprint library 'XELA-Robotics'","@(134.85 mm, 96.712 mm): Footprint CC_3"
"Violations","warning","False","lib_footprint_issues","The current configuration does not include the footprint library 'XELA-Robotics'","@(134.85 mm, 106.112 mm): Footprint CC_11"
"Violations","warning","False","lib_footprint_issues","The current configuration does not include the footprint library 'XELA-Robotics'","@(125.45 mm, 96.712 mm): Footprint CC_1"
"Violations","warning","False","lib_footprint_issues","The current configuration does not include the footprint library 'XELA-Robotics'","@(139.55 mm, 106.112 mm): Footprint CC_12"
"Violations","warning","False","lib_footprint_issues","The current configuration does not include the footprint library 'XELA-Robotics'","@(125.45 mm, 101.412 mm): Footprint CC_5"
"Violations","warning","False","lib_footprint_issues","The current configuration does not include the footprint library 'XELA-Robotics'","@(130.15 mm, 110.812 mm): Footprint CC_14"
"Violations","warning","False","lib_footprint_issues","The current configuration does not include the footprint library 'XELA-Robotics'","@(130.15 mm, 106.112 mm): Footprint CC_10"
"Violations","warning","False","lib_footprint_issues","The current configuration does not include the footprint library 'XELA-Robotics'","@(139.55 mm, 96.712 mm): Footprint CC_4"
"Violations","warning","False","lib_footprint_issues","The current configuration does not include the footprint library 'XELA-Robotics'","@(134.85 mm, 110.812 mm): Footprint CC_15"
"Violations","warning","False","lib_footprint_issues","The current configuration does not include the footprint library 'XELA-Robotics'","@(125.45 mm, 106.112 mm): Footprint CC_9"
"Violations","warning","False","holes_co_located","Drilled holes co-located","@(137.849 mm, 96.047 mm): Via [/Sensor Group/RX3] on F.Cu - B.Cu;@(137.849 mm, 96.047 mm): Via [/Sensor Group/RX3] on F.Cu - B.Cu"
